시도명,시군구명,도로명,지정사유,지정연도,도로폭,도로연장,도로차로수,보차분리여부,시작점위도,시작점경도,종료점위도,종료점경도,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
경상북도,구미시,도봉로1길,통행원활,,6,130,1,Y,36.140438,128.312322,36.140199,128.313084,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,도봉로,통행원활,,6,150,1,N,36.139901,128.315801,36.139601,128.317401,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,농공단지길,통행원활,,6,340,1,N,36.214608,128.325623,36.214105,128.321985,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,낙동강변로,통행원활,,6,1180,4,Y,36.083957,128.385686,36.092622,128.393671,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,금오산로6길,통행원활,,6,285,1,N,36.128419,128.337854,36.129612,128.334931,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,구미중앙로21길,통행원활,,6,200,1,N,36.128794,128.336842,36.127091,128.335755,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,구미중앙로19길,통행원활,,6,200,1,N,36.127564,128.334687,36.129268,128.335733,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,구미중앙로17길,통행원활,,6,200,1,Y,36.129601,128.334901,36.127901,128.333801,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,구미중앙로15길,통행원활,,6,200,1,N,36.128251,128.332982,36.129954,128.334044,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,구미중앙로13길,통행원활,,6,200,1,Y,36.130301,128.333001,36.128701,128.332001,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,구미중앙로11길,통행원활,,6,200,1,Y,36.129401,128.330201,36.131101,128.331201,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,구미중앙로,통행원활,,6,170,1,N,36.129917,128.329114,36.131181,128.328507,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,구미대로30길,통행원활,,6,160,2,Y,36.117409,128.362792,36.117382,128.364475,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,구미대로,통행원활,,6,245,2,Y,36.117559,128.364493,36.118811,128.362789,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,경은로,통행원활,,6,730,1,Y,36.114476,128.336978,36.114383,128.336989,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,3공단1로,통행원활,,6,150,1,Y,36.110036,128.402307,36.110049,128.404091,,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,1공단로,통행원활,,6,245,1,Y,36.101657,128.384719,36.099324,128.384736,GM-1공단로-하-2,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
경상북도,구미시,1공단로,통행원활,,6,115,1,N,36.10108716,128.3834124,36.101128,128.384694,GM-1공단로-상-1,경상북도 구미시청,054-480-6114,2026-03-01,5080000,경상북도 구미시
전북특별자치도,무주군,주계로,,,8,920,2,Y,36.005868,127.656554,36.007826,127.666895,,전북특별자치도 무주군청,063-320-2365,2026-01-14,4741000,전북특별자치도 무주군
전북특별자치도,정읍시,중앙3길,,,6,162,1,N,35.335925,126.511727,35.340451,126.511669,,정읍경찰서,063-570-0252,2026-01-01,4691000,전북특별자치도 정읍시
전북특별자치도,정읍시,중앙2길,,,6,60,1,N,35.340472,126.510906,35.340158,126.511161,,정읍경찰서,063-570-0252,2026-01-01,4691000,전북특별자치도 정읍시
전북특별자치도,정읍시,정인1길,,,7,205,1,N,35.340497,126.511527,35.335868,126.511252,,정읍경찰서,063-570-0252,2026-01-01,4691000,전북특별자치도 정읍시
전북특별자치도,정읍시,초산로,,,14,185,2,Y,35.335535,126.511827,35.334988,126.511522,,정읍경찰서,063-570-0252,2026-01-01,4691000,전북특별자치도 정읍시
전북특별자치도,정읍시,우암로,,,8,205,1,N,35.335683,126.511535,35.335012,126.511446,,정읍경찰서,063-570-0252,2026-01-01,4691000,전북특별자치도 정읍시
전북특별자치도,정읍시,중앙로,교통사고 다발,2016,10,74,1,N,35.335702,126.511579,35.335604,126.511852,,정읍경찰서,063-570-0252,2026-01-01,4691000,전북특별자치도 정읍시
전북특별자치도,정읍시,새암길,,,7,330,1,N,35.335905,126.511628,35.340355,126.510466,,정읍경찰서,063-570-0252,2026-01-01,4691000,전북특별자치도 정읍시
전북특별자치도,군산시,은파순환길,,,8,920,1,Y,35.953083,126.691566,35.946148,126.692833,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,경포천서길,,,6,170,1,N,35.975559,126.725877,35.974325,126.725886,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,수송4길,,,12,160,1,Y,35.962681,126.716506,35.963295,126.716741,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,나운2길,,,6,130,1,N,35.964862,126.703178,35.964072,126.702671,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,나운2길,,,6,130,1,N,35.964197,126.702491,35.964862,126.703178,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,나운2길,,,8,300,1,Y,35.965136,126.702719,35.963994,126.705399,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,수송6길,,,12,310,1,Y,35.967612,126.716759,35.969127,126.716768,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,수송5길,,,12,150,1,Y,35.965736,126.716578,35.966324,126.716769,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,하나운안3길,,,6,200,1,Y,35.964112,126.694688,35.963182,126.696211,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,하나운안1길,,,6,170,1,Y,35.964436,126.694649,35.965595,126.695118,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,동신영길,,,8,130,1,Y,35.984312,126.720048,35.983523,126.719651,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,동령길,,,6,120,1,N,35.988325,126.712753,35.987919,126.713481,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,큰샘길,,,6,60,1,N,35.985573,126.717551,35.985579,126.717251,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,싸전길,,,6,90,1,N,35.985058,126.717308,35.985573,126.717549,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,죽성로,,,6,110,1,N,35.986608,126.714855,35.987231,126.714079,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,황룡2길,,,6,700,1,Y,35.942736,126.689076,35.942698,126.688068,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,구암3.1로,,,6,290,1,N,35.981819,126.729736,35.981645,126.731224,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,축동안길,,,8,145,1,N,35.966751,126.714567,35.965892,126.715201,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,신영1길,,,6,110,1,N,35.984187,126.719307,35.983639,126.718618,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,약전안길,,,6,130,1,N,35.983058,126.717407,35.983643,126.718207,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,대명1길,,,6,170,1,N,35.982261,126.719638,35.982084,126.718221,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,아리랑로,,,4,250,1,N,35.985221,126.714855,35.983189,126.713679,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,수송3길,,,6,150,1,Y,35.963668,126.714755,35.962702,126.715197,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,개복길,,,6,130,1,N,35.983128,126.713824,35.984125,126.714396,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
전북특별자치도,군산시,구시장로,,,10,450,1,Y,35.980339,126.720201,35.984207,126.719562,,전북특별자치도 군산시청,063-454-3813,2026-01-28,4671000,전북특별자치도 군산시
충청북도,음성군,오태로,,,3,140,1,Y,36.967502,127.485472,36.968172,127.484125,,충청북도 음성군청,043-871-4142,2025-12-26,4470000,충청북도 음성군
충청북도,음성군,수정로,,,3,57,1,N,36.934972,127.693162,36.935105,127.693911,,충청북도 음성군청,043-871-4142,2025-12-26,4470000,충청북도 음성군
충청북도,제천시,의림대로,혼잡지역,2022,9,80,1,N,37.138428,128.210694,37.138618,128.209714,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,풍양로21길,혼잡지역,2020,5,60,1,N,37.136061,128.212961,37.136521,128.213281,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,용두대로,혼잡지역,2017,6,210,1,Y,37.143073,128.198756,37.143032,128.196281,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,원화산로,혼잡지역,2011,8,125,1,N,37.127082,128.219454,37.126362,128.218377,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,중앙로,혼잡지역,2010,6,150,1,N,37.138549,128.212104,37.139181,128.212458,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,고암로,혼잡지역,2008,6,260,1,N,37.152223,128.216343,37.152929,128.214172,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,의림지로,혼잡지역,2007,6,690,1,N,37.175407,128.211374,37.176915,128.206446,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,의림대로,혼잡지역,2004,6,128,1,N,37.147728,128.211367,37.147344,128.210675,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,풍양로,혼잡지역,1999,6,150,1,N,37.137244,128.211383,37.138547,128.212108,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,청전대로,혼잡지역,1998,8,190,1,N,37.151979,128.214341,37.153388,128.213991,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,풍양로,혼잡지역,1997,6,74,1,N,37.137736,128.209528,37.137151,128.210026,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,풍양로,혼잡비역,1997,5,65,1,N,37.137934,128.210426,37.138194,128.209644,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,풍양로,혼잡지역,1997,6,150,1,N,37.137803,128.209542,37.139143,128.209263,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,명륜로,혼잡구역,1996,6,140,1,N,37.142765,128.211059,37.142101,128.212645,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,명륜로,혼잡지역,1996,6,118,1,N,37.141171,128.211477,37.142263,128.212216,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,칠성로,혼잡지역,1996,7,240,1,N,37.143658,128.211581,37.141571,128.210438,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,의병대로,혼잡지역,1996,8,70,1,N,37.135762,128.210173,37.135452,128.209306,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,의병대로,혼잡지역,1996,6,170,1,N,37.136078,128.210376,37.135022,128.209837,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,내토로,혼자지역,1996,6,130,1,N,37.129517,128.207597,37.128362,128.206931,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,용두천로,혼잡지역,1996,6,110,1,N,37.139227,128.214275,37.139888,128.215246,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,의림대로,혼잡지역,1996,7,180,1,N,37.128715,128.205001,37.129473,128.203294,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,명륜로,혼잡지역,1996,7,150,1,N,37.140653,128.212774,37.139219,128.212463,,충청북도 제천시,043-641-6342,2025-12-24,4400000,충청북도 제천시
강원특별자치도,정선군,봉양7길,보행안전,1990,5,160,1,N,37.3813221,128.6656114,37.3799684,128.6652982,,강원특별자치도 정선군청,033-560-2511,2026-02-11,4291000,강원특별자치도 정선군
강원특별자치도,정선군,고한4길,보행안전,2018,5,56,1,N,37.2006543,128.8542662,37.2006773,128.8548974,,강원특별자치도 정선군청,033-560-2511,2026-02-11,4291000,강원특별자치도 정선군
강원특별자치도,정선군,고한4길,보행안전,2018,5,140,1,N,37.2008962,128.8536564,37.2001441,128.8551193,,강원특별자치도 정선군청,033-560-2511,2026-02-11,4291000,강원특별자치도 정선군
강원특별자치도,정선군,고한4길,보행안전,2018,5,400,1,N,37.2018541,128.8528981,37.1993331,128.8556193,,강원특별자치도 정선군청,033-560-2511,2026-02-11,4291000,강원특별자치도 정선군
강원특별자치도,정선군,고한2길,보행안전,2018,5,78,1,N,37.2020873,128.851973,37.2017821,128.8526674,,강원특별자치도 정선군청,033-560-2511,2026-02-11,4291000,강원특별자치도 정선군
강원특별자치도,정선군,고한2길,보행안전,2018,5,190,1,N,37.2040222,128.8497754,37.2028221,128.8513183,,강원특별자치도 정선군청,033-560-2511,2026-02-11,4291000,강원특별자치도 정선군
강원특별자치도,정선군,고한1길,보행안전,2020,5,100,1,N,37.2054324,128.8501874,37.2045121,128.8494794,,강원특별자치도 정선군청,033-560-2511,2026-02-11,4291000,강원특별자치도 정선군
강원특별자치도,정선군,고한1길,보행안전,2018,5,180,1,N,37.2056624,128.8484224,37.2045111,128.8494742,,강원특별자치도 정선군청,033-560-2511,2026-02-11,4291000,강원특별자치도 정선군
경기도,여주시,세종로,보행안전,2012,8,215,1,N,37.290778,127.635124,37.290502,127.636331,,경기도 여주시청,031-887-2623,2025-12-29,5700000,경기도 여주시
경기도,여주시,세종로,보행안전,2012,8,300,1,N,37.291512,127.636047,37.289234,127.635637,,경기도 여주시청,031-887-2623,2025-12-29,5700000,경기도 여주시
경기도,여주시,세종로,보행안전,2012,8,150,1,N,37.2896801,127.634825,37.291374,127.636631,,경기도 여주시청,031-887-2623,2025-12-29,5700000,경기도 여주시
경기도,여주시,청심로,보행안전,2016,8,80,1,N,37.2990901,127.635252,37.098448,127.635037,,경기도 여주시청,031-887-2623,2025-12-29,5700000,경기도 여주시
경기도,여주시,청심로,보행안전,2016,8,320,1,N,37.298309,127.634943,37.295901,127.633221,,경기도 여주시청,031-887-2623,2025-12-29,5700000,경기도 여주시
경기도,여주시,여흥로,보행안전,2016,8,180,1,N,37.295736,127.635508,37.2928101,127.6361801,,경기도 여주시청,031-887-2623,2025-12-29,5700000,경기도 여주시
경상북도,포항시,상도로 26번길,,,7,217,1,N,36.01021574,129.3553442,36.01147132,129.3527727,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,상도로 16번길,,,7,94,1,N,36.01021574,129.3553442,36.0110504,129.3551667,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,상도로 8번길,,,7,65,1,N,36.00954909,129.3554547,36.01011208,129.3553467,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,희망대로,,,7,66,1,N,36.00891357,129.3555854,36.00947436,129.3554746,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,희망대로,,,7,59,1,N,36.00964825,129.3541906,36.0091712,129.3540517,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,상도로 16번길,,,6,55,1,N,36.01027312,129.3543728,36.00974676,129.3542213,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,상도로 26번길,,,6,85,1,N,36.01115188,129.3545875,36.01035164,129.354389,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,중섬로,,,7,52,1,N,36.01168317,129.354717,36.0112058,129.3545946,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,상도로 16번길,,,6,349,1,N,36.01025565,129.3559498,36.01056663,129.3530757,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,창흥로 36번길,,,8,202,1,N,36.06400314,129.3680054,36.06319608,129.3697484,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,상공로 174번길,,,4,136,1,N,36.02172829,129.3648343,36.02072424,129.3657193,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,상도로 8번길,,,7,398,1,N,36.01018828,129.3516949,36.0096102,129.3561274,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,상도로 26번길,,,7,45,1,N,36.010926,129.353128,36.01134903,129.3532654,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,상도로16번길,,,7,29,1,N,36.01060132,129.3530296,36.01088575,129.353113,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,상도로8번길,,,7,62,1,N,36.00998573,129.3528339,36.01052071,129.3530051,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,희망대로,,,7,63,1,N,36.00940133,129.3526557,36.00994098,129.3528187,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,상도로15번길,,,6,120,1,N,36.01096578,129.350756,36.0107615,129.3519837,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,상도로25번길,,,7,114,1,N,36.01151087,129.3525937,36.01174234,129.3513585,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,중흥로58번길,,,7,64,1,N,36.01038185,129.3502092,36.00992506,129.3498407,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,중섬로,,,7,225,1,N,36.01222958,129.3516669,36.0104796,129.3502786,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,중흥로 70번길,,,5,146,1,N,36.01162113,129.3493838,36.01135642,129.3509368,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,상공로 174번길,,,4,115,1,N,36.02169749,129.3679915,36.02123121,129.3653684,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,창흥로 36번길,,,7,60,1,N,36.06350393,129.3677352,36.06400314,129.3680054,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,중흥로 70번길,,,5,228,1,N,36.01234198,129.3508745,36.0105967,129.3494753,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,대이로 111번길,,,7,184,1,N,36.02479744,129.3389414,36.02516275,129.3408822,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,대이로 95번길,,,7,104,1,N,36.02372634,129.3399246,36.02488542,129.339396,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,대이로 95번길,,,5,107,1,N,36.02364574,129.340707,36.02362324,129.3394363,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,대이로 95번길,,,7,282,1,N,36.02507028,129.3400808,36.02375266,129.3401916,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,대잠동길 6번길,,,5,454,1,N,36.0136836,129.3392894,36.0136836,129.3392894,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,행복길11번길,,,8,220,1,N,36.01279126,129.3366513,36.01309168,129.3344117,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,행복길,,,7,265,1,N,36.01455333,129.3319928,36.0130098,129.3342208,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,행복길 75번길,,,8,176,2,N,36.01303671,129.3342271,36.01156844,129.3337457,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
경상북도,포항시,중앙로 158번길,,,4,108,1,N,36.02764881,129.3708262,36.02670444,129.3710835,,경상북도 포항시,054-270-3634,2025-12-30,5020000,경상북도 포항시
