장소유형코드,대상시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,제한속도,관리기관명,관리기관전화번호,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명
1,남상면 대현경로당,경상남도,거창군,48880,경상남도 거창군 남상면 밤티재로 1063-5,경상남도 거창군 남상면 대산리 125-2,35.65181903,127.9374241,30,경상남도 거창군청,055-940-3382,거창경찰서,N,,,2026-02-26,5470000,경상남도 거창군
1,거창읍 정장경로당,경상남도,거창군,48880,경상남도 거창군 거창읍 정장길 213,경상남도 거창군 거창읍 정장리 785-3,35.6705546,127.9183473,30,경상남도 거창군청,055-940-3382,거창경찰서,N,,,2026-02-26,5470000,경상남도 거창군
1,가조면 월포경로당,경상남도,거창군,48880,경상남도 거창군 가조면 월포2길 92-2,경상남도 거창군 가조면 수월리 473,35.71231598,128.0211142,30,경상남도 거창군청,055-940-3382,거창경찰서,N,,,2026-02-26,5470000,경상남도 거창군
1,남하면 월곡경로당,경상남도,거창군,48880,경상남도 거창군 남하면 월곡길 25,경상남도 거창군 남하면 무릉리 281-1,35.65798535,127.9580484,30,경상남도 거창군청,055-940-3382,거창경찰서,N,,,2026-02-26,5470000,경상남도 거창군
1,남하면 산포경로당,경상남도,거창군,48880,경상남도 거창군 남하면 산포1길 18,경상남도 거창군 남하면 무릉리 543-3,35.65044673,127.9531273,30,경상남도 거창군청,055-940-3382,거창경찰서,N,,,2026-02-26,5470000,경상남도 거창군
1,위천면 원당경로당,경상남도,거창군,48880,경상남도 거창군 위천면 원당1길 39,경상남도 거창군 위천면 모동리 408,35.77489552,127.8678822,30,경상남도 거창군청,055-940-3382,거창경찰서,Y,1,,2026-02-26,5470000,경상남도 거창군
1,남상면 매산경로당,경상남도,거창군,48880,경상남도 거창군 남상면 감악산로 972,경상남도 거창군 남상면 무촌리 1095,35.63205282,127.9060991,30,경상남도 거창군청,055-940-3382,거창경찰서,N,,,2026-02-26,5470000,경상남도 거창군
1,웅양면 원촌경로당,경상남도,거창군,48880,경상남도 거창군 웅양면 웅양로 1443-13,경상남도 거창군 웅양면 노현리 147-2,35.80666381,127.9178214,30,경상남도 거창군청,055-940-3382,거창경찰서,Y,1,,2026-02-26,5470000,경상남도 거창군
1,웅양면 오산경로당,경상남도,거창군,48880,경상남도 거창군 웅양면 하곡2길 10,경상남도 거창군 웅양면 한기리 453-17,35.87240862,127.9219525,30,경상남도 거창군청,055-940-3382,거창경찰서,N,,,2026-02-26,5470000,경상남도 거창군
1,가조면 들마경로당,경상남도,거창군,48880,경상남도 거창군 가조면 지산로 1276,경상남도 거창군 가조면 석강리 1320,35.69149088,128.0215975,30,경상남도 거창군청,055-940-3382,거창경찰서,N,,,2026-02-26,5470000,경상남도 거창군
1,주상면 도동경로당,경상남도,거창군,48880,경상남도 거창군 주상면 도동길 15,경상남도 거창군 주상면 완대리 766-2,35.79696853,127.876873,30,경상남도 거창군청,055-940-3382,거창경찰서,N,,,2026-02-26,5470000,경상남도 거창군
1,고제면 고제경로당,경상남도,거창군,48880,경상남도 거창군 고제면 고제로 72,경상남도 거창군 고제면 농산리 200-1,35.81491884,127.8721797,30,경상남도 거창군청,055-940-3382,거창경찰서,N,,,2026-02-26,5470000,경상남도 거창군
1,가조면 도산경로당,경상남도,거창군,48880,경상남도 거창군 가조면 지산로 1370,경상남도 거창군 가조면 일부리 1171-1,35.69976566,128.020236,30,경상남도 거창군청,055-940-3382,거창경찰서,Y,1,,2026-02-26,5470000,경상남도 거창군
1,가조면 화곡경로당,경상남도,거창군,48880,경상남도 거창군 가조면 도리3길 33,경상남도 거창군 가조면 도리 1248,35.70574199,128.0533687,30,경상남도 거창군청,055-940-3382,거창경찰서,N,,,2026-02-26,5470000,경상남도 거창군
1,가조면 도산당경로당,경상남도,거창군,48880,경상남도 거창군 가조면 가조가야로 1469-58,경상남도 거창군 가조면 도리 1268,35.70593748,128.0537282,30,경상남도 거창군청,055-940-3382,거창경찰서,N,,,2026-02-26,5470000,경상남도 거창군
1,가조면 녹동경로당,경상남도,거창군,48880,경상남도 거창군 가조면 가조가야로 1296,경상남도 거창군 가조면 일부리 136-1,35.7042267,128.0345597,30,경상남도 거창군청,055-940-3382,거창경찰서,N,,,2026-02-26,5470000,경상남도 거창군
1,가조면 장기경로당,경상남도,거창군,48880,경상남도 거창군 가조면 가조가야로 941-5,경상남도 거창군 가조면 장기리 283-7,35.7137467,127.9992428,30,경상남도 거창군청,055-940-3382,거창경찰서,Y,1,,2026-02-26,5470000,경상남도 거창군
1,송계경로당,전라남도,장성군,49800,전라남도 장성군 동화면 본동로 803,전라남도 동화면 송계리 447-2,35.218782,126.698713,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,,2026-02-11,4980000,전라남도 장성군
1,장사경로당,전라남도,장성군,49800,전라남도 장성군 북하면 장사길 12,전라남도 장성군 북하면 대악리 844-5,35.378209,126.852732,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,,2026-02-11,4980000,전라남도 장성군
1,프란치스코의집,전라남도,장성군,49800,전라남도 장성군 진원면 덕주1길 10,전라남도 장성군 진원면 선적리 170-1,35.27463709,126.8316209,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,7,2026-02-11,4980000,전라남도 장성군
1,모현마을경로당,전라남도,장성군,49800,전라남도 장성군 북이면 모현1길 60,전라남도 장성군 북이면 모현리 581-106,35.4043051,126.7962738,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,7,2026-02-11,4980000,전라남도 장성군
1,화해마을회관,전라남도,장성군,49800,전라남도 장성군 삼서면 화해길 4,전라남도 장성군 삼서면 수해리 178-2,35.2151046,126.6318971,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,7,2026-02-11,4980000,전라남도 장성군
1,장산3리 경로당,전라남도,장성군,49800,전라남도 장성군 황룡면 물뫼길 72,전라남도 장성군 황룡면 장산리 601-5,35.2967848,126.7495999,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,7,2026-02-11,4980000,전라남도 장성군
1,회사촌경로당,전라남도,장성군,49800,전라남도 장성군 황룡면 황룡로 235,전라남도 장성군 황룡면 황룡리 48-7,35.277546,126.7515771,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,7,2026-02-11,4980000,전라남도 장성군
1,원황룡경로당,전라남도,장성군,49800,전라남도 장성군 황룡면 요월정로 87,전라남도 장성군 황룡면 황룡리 155-2,35.2782451,126.7473961,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,7,2026-02-11,4980000,전라남도 장성군
1,능성경로당,전라남도,장성군,49800,전라남도 장성군 삼계면 금강산로 1,전라남도 장성군 삼계면 능성리 410-3,35.260159,126.7031106,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,5,2026-02-11,4980000,전라남도 장성군
1,안평1리 경로당,전라남도,장성군,49800,전라남도 장성군 장성읍 안평길 62,전라남도 장성군 장성읍 안평리 40-1,35.3316323,126.7813794,30,전라남도 장성군청,061-390-7496,장성경찰서,Y,1,7,2026-02-11,4980000,전라남도 장성군
1,월산경로당,전라남도,장성군,49800,전라남도 장성군 삼서면 월령월산길 33,전라남도 장성군 삼서면 두월리 720-7,35.2400245,126.6826794,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,7,2026-02-11,4980000,전라남도 장성군
1,진원면 진원리복지회관,전라남도,장성군,49800,전라남도 장성군 진원면 불태2로 126,전라남도 장성군 진원면 진원리 218-1,35.2731713,126.8446687,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,7,2026-02-11,4980000,전라남도 장성군
1,북이면 복암여성노인정,전라남도,장성군,49800,전라남도 장성군 북이면 봉암로 1628,전라남도 장성군 북이면 사거리 688-17,35.4271193,126.8084808,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,7,2026-02-11,4980000,전라남도 장성군
1,삼계면 사창경로당,전라남도,장성군,49800,전라남도 장성군 삼계면 사창로 96,전라남도 장성군 삼계면 사창리 513-6,35.2615662,126.6629036,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,7,2026-02-11,4980000,전라남도 장성군
1,삼계면 월산경로당,전라남도,장성군,49800,전라남도 장성군 삼계면 주산월산길 25,전라남도 장성군 삼계면 주산리 690-1,35.2524917,126.6683641,30,전라남도 장성군청,061-390-7496,장성경찰서,Y,1,7,2026-02-11,4980000,전라남도 장성군
1,삼계면 아계경로당,전라남도,장성군,49800,전라남도 장성군 삼계면 아계길 19,전라남도 장성군 삼계면 내계리 781-9,35.2726155,126.6507739,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,15,2026-02-11,4980000,전라남도 장성군
1,삼계면 화산1리 경로당,전라남도,장성군,49800,전라남도 장성군 삼계면 화산길 34,전라남도 장성군 삼계면 화산리 336,35.2856904,126.6430734,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,7,2026-02-11,4980000,전라남도 장성군
1,삼계면 익수경로당,전라남도,장성군,49800,전라남도 장성군 삼계면 평림암치로 110,전라남도 장성군 삼계면 수옥리 638-2,35.2800279,126.687532,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,7,2026-02-11,4980000,전라남도 장성군
1,삼계면 만화경로당,전라남도,장성군,49800,전라남도 장성군 삼계면 만화길 30-5,전라남도 장성군 삼계면 수산리 110-1,35.3124873,126.6682902,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,7,2026-02-11,4980000,전라남도 장성군
1,북일면 남부경로당,전라남도,장성군,49800,전라남도 장성군 북일면 신흥로 385,전라남도 장성군 북일면 신흥리 188-2,35.373408,126.806994,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,7,2026-02-11,4980000,전라남도 장성군
1,북이면 전천후게이트볼장,전라남도,장성군,49800,전라남도 장성군 북이면 사남북길 10,전라남도 장성군 북이면 사거리 695-14,35.427037,126.8064796,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,8,2026-02-11,4980000,전라남도 장성군
1,장성읍 공공실버주택 사회복지관,전라남도,장성군,49800,전라남도 장성군 장성읍 청운11길 11,전라남도 장성군 장성읍 영천리 1475-5,35.3042524,126.7824415,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,8,2026-02-11,4980000,전라남도 장성군
1,장성근린공원,전라남도,장성군,49800,,전라남도 장성군 장성읍 영천리 985,35.2974221,126.783918,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,7,2026-02-11,4980000,전라남도 장성군
1,영락양로원,전라남도,장성군,49800,전라남도 장성군 북하면 남창로 12,전라남도 장성군 북하면 신성리 230-1,35.426621,126.8461832,30,전라남도 장성군청,061-390-7496,장성경찰서,Y,2,6.5,2026-02-11,4980000,전라남도 장성군
1,장성읍게이트볼장,전라남도,장성군,49800,전라남도 장성군 장성읍 문화로 92-18,전라남도 장성군 장성읍 기산리 142-10,35.3024621,126.7716983,30,전라남도 장성군청,061-390-7496,장성경찰서,N,,6.5,2026-02-11,4980000,전라남도 장성군
2,빛누리장애인보호작업장,경기도,남양주시,41360,경기도 남양주시 진접읍 부마로 219,경기도 남양주시 진접읍 부평리 188-3,37.76212605,127.1923683,30,경기도 남양주시청,031-590-2437,남양주북부경찰서,N,0,7,2026-04-16,3990000,경기도 남양주시
2,호세아동산,경기도,남양주시,41360,경기도 남양주시 수동면 소래비로 470-19,경기도 남양주시 수동면 송천리 452-1,37.68779213,127.327462,30,경기도 남양주시청,031-590-2438,남양주남부경찰서,N,0,8,2026-04-16,3990000,경기도 남양주시
2,신망애재활원,경기도,남양주시,41360,경기도 남양주시 수동면 비룡로972번길 17,경기도 남양주시 수동면 입석리 522-2,37.7202178,127.3142963,30,경기도 남양주시청,031-590-2438,남양주남부경찰서,N,0,4,2026-04-16,3990000,경기도 남양주시
1,하나케어센터,경기도,남양주시,41360,경기도 남양주시 수동면 비룡로 1156-4,경기도 남양주시 수동면 외방리 589-6,37.729397,127.2993035,30,경기도 남양주시청,031-590-2438,남양주남부경찰서,N,0,8,2026-04-16,3990000,경기도 남양주시
1,화도노인복지관,경기도,남양주시,41360,경기도 남양주시 화도읍 맷돌로 84,경기도 남양주시 화도읍 마석우리 551,37.65815984,127.2995319,30,경기도 남양주시청,031-590-2438,남양주남부경찰서,Y,1,8,2026-04-16,3990000,경기도 남양주시
1,팔야1리 경로당,경기도,남양주시,41360,경기도 남양주시 진접읍 팔야로 130,경기도 남양주시 진접읍 팔야리 330-2,37.749959,127.2227004,30,경기도 남양주시청,031-590-2437,남양주북부경찰서,Y,1,10,2026-04-16,3990000,경기도 남양주시
1,남양주시 보훈요양원,경기도,남양주시,41360,경기도 남양주시 덕송2로 71,경기도 남양주시 별내동 819,37.66928734,127.1175987,30,경기도 남양주시청,031-590-2437,남양주북부경찰서,Y,1,35,2026-04-16,3990000,경기도 남양주시
1,남양주시노인복지관분관 행복공간,경기도,남양주시,41360,경기도 남양주시 진접읍 해밀예당1로236번길 23,경기도 남양주시 진접읍 금곡리 1118,37.718959,127.205074,30,경기도 남양주시청,031-590-2437,남양주북부경찰서,N,0,12,2026-04-16,3990000,경기도 남양주시
1,물골안어르신학교,경기도,남양주시,41360,경기도 남양주시 수동면 지둔로 7-2,경기도 남양주시 수동면 운수리 95-39,37.704698,127.3247858,30,경기도 남양주시청,031-590-2438,남양주남부경찰서,Y,1,6,2026-04-16,3990000,경기도 남양주시
1,남양주시노인복지관 본관,경기도,남양주시,41360,경기도 남양주시 진건읍 진건오남로 359,경기도 남양주시 진건읍 송능리 109-17,37.67329989,127.197468,50,경기도 남양주시청,031-590-2437,남양주북부경찰서,Y,1,22,2026-04-16,3990000,경기도 남양주시
1,동부노인복지회관,경기도,남양주시,41360,경기도 남양주시 수동면 비룡로 801-47,경기도 남양주시 수동면 운수리 361,37.70970297,127.3205119,30,경기도 남양주시청,031-590-2438,남양주남부경찰서,Y,2,6,2026-04-16,3990000,경기도 남양주시
1,길음2리다목적회관,경기도,평택시,41220,경기도 평택시 오성면 길음리 292-1,경기도 평택시 오성면 오성서로 260번지,36.9859924,126.969321,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,6,2026-03-10,3910000,경기도 평택시
1,석근1리마을회관,경기도,평택시,41220,경기도 평택시 팽성읍 석근길 55,경기도 평택시 팽성읍 대사리 236-2,36.9395355678,127.054940438,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,8,2026-03-10,3910000,경기도 평택시
1,학현2리마을회관,경기도,평택시,41220,경기도 평택시 안중읍 학현길 29,경기도 평택시 안중읍 학현리 271-3,36.9934977523,126.9110552037,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,6,2026-03-10,3910000,경기도 평택시
1,문곡4리마을회관,경기도,평택시,41220,경기도 평택시 고덕면 문곡4길 28,경기도 평택시 고덕면 문곡리 579-1,37.057472,127.008715,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,5,2026-03-10,3910000,경기도 평택시
1,하리마을회관,경기도,평택시,41220,경기도 평택시 하리길 5,경기도 평택시 도일동 543-7,37.050775,127.107225,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,8,2026-03-10,3910000,경기도 평택시
1,성광요양원,경기도,평택시,41220,경기도 평택시 탄현로 399-9,경기도 평택시 신장동 106,37.088361,127.059614,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,15,2026-03-10,3910000,경기도 평택시
1,도대2리경로당,경기도,평택시,41220,경기도 평택시 현덕면 도대1로 187,경기도 평택시 현덕면 도대리 270-1,36.961678,126.907375,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,6,2026-03-10,3910000,경기도 평택시
1,견산5리경로당,경기도,평택시,41220,,경기도 평택시 진위면 견산리 700-1,37.107680,127.072235,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,6,2026-03-10,3910000,경기도 평택시
1,평궁1리경로당,경기도,평택시,41220,경기도 평택시 팽성읍 평궁길 100-1,경기도 평택시 팽성읍 평궁리 245-11,36.971436,127.086517,30,경기도 평택시청,031-8024-4894,평택경찰서,Y,1,7,2026-03-10,3910000,경기도 평택시
1,고렴1리경로당,경기도,평택시,41220,경기도 평택시 청북읍 감미동길 30,경기도 평택시 청북읍 고렴리 396-3,37.054938,126.921131,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,5,2026-03-10,3910000,경기도 평택시
1,용성1리경로당,경기도,평택시,41220,경기도 평택시 안중읍 용성1길 8,경기도 평택시 안중읍 용성리 531-6,37.009729,126.948167,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,5,2026-03-10,3910000,경기도 평택시
1,지산경로당,경기도,평택시,41220,경기도 평택시 지산로12번길 62,경기도 평택시 지산동 825-6,37.076415,127.056049,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,6,2026-03-10,3910000,경기도 평택시
1,문곡2리경로당,경기도,평택시,41220,경기도 평택시 고덕면 문곡2길 79,경기도 평택시 고덕면 문곡리 561-9,37.061689,127.012206,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,5,2026-03-10,3910000,경기도 평택시
1,미소요양원,경기도,평택시,41220,,경기도 평택시 팽성읍 근내리 149,36.979594,127.048216,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,8,2026-03-10,3910000,경기도 평택시
1,정음요양원,경기도,평택시,41220,경기도 평택시 서정역로 48,경기도 평택시 서정동 311,37.058263,127.055332,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,6,2026-03-10,3910000,경기도 평택시
1,덕목사리다목적회관,경기도,평택시,41220,경기도 평택시 현덕면 덕목4길 18,경기도 평택시 현덕면 덕목리 485-3,36.949338,126.956547,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,6,2026-03-10,3910000,경기도 평택시
1,숙성1리경로당,경기도,평택시,41220,경기도 평택시 오성면 숙성1길 6,경기도 평택시 오성면 숙성리 183-2,37.009290,126.985304,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,6,2026-03-10,3910000,경기도 평택시
1,대반리다목적회관,경기도,평택시,41220,경기도 평택시 안중읍 대반5길 37,경기도 평택시 안중읍 대반리 578-1,36.979801,126.958130,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,7,2026-03-10,3910000,경기도 평택시
1,내리경로당,경기도,평택시,41220,경기도 평택시 팽성읍 내리길 103,경기도 평택시 팽성읍 내리 95-11,36.973485,127.027565,30,경기도 평택시청,031-8024-4894,평택경찰서,N,,7,2026-03-10,3910000,경기도 평택시
1,사리다목적회관,경기도,평택시,41220,경기도 평택시 서탄면 사리안길 3-6,경기도 평택시 서탄면 사리 550-1,37.116328,127.048958,30,경기도 평택시청,031-8024-4894,평택경찰서,Y,1,6,2026-03-10,3910000,경기도 평택시
1,늘푸른요양원,경기도,평택시,41220,경기도 평택시 방여울로 91,경기도 평택시 가재동 40-5,37.043336,127.092692,30,경기도 평택시청,031-8024-4894,평택경찰서,Y,1,6,2026-03-10,3910000,경기도 평택시
1,남부전원교회,경기도,평택시,41220,경기도 평택시 삼남로 530,경기도 평택시 지산동 73-1,37.071924,127.090649,60,경기도 평택시청,031-8024-4894,평택경찰서,N,,13,2026-03-10,3910000,경기도 평택시
1,평택시노인전문요양원,경기도,평택시,41220,경기도 평택시 청북읍 건의길 4-13,경기도 평택시 청북읍 토진리 70-22,37.041549,126.948882,60,경기도 평택시청,031-8024-4894,평택경찰서,N,,16,2026-03-10,3910000,경기도 평택시
2,울산참사랑의집,울산광역시,동구,31170,울산광역시 동구 방어진순환도로 1355,울산광역시 동구 서부동 901-9,35.52802112,129.4066914,60,울산광역시 동구청,052-209-3724,울산동부경찰서,N,0,24,2026-03-06,3710000,울산광역시 동구
1,쇠평경로당,울산광역시,동구,31170,울산광역시 동구 쇠평길 120,울산광역시 동구 동부동 519-7,35.557728,129.4300695,30,울산광역시 동구청,052-209-3724,울산동부경찰서,N,0,6,2026-03-06,3710000,울산광역시 동구
1,산생경로당,울산광역시,동구,31170,울산광역시 동구 봉수로 267,울산광역시 동구 전하동 739-1,35.510183,129.421273,50,울산광역시 동구청,052-209-3724,울산동부경찰서,Y,4,25,2026-03-06,3710000,울산광역시 동구
1,동진경로당,울산광역시,동구,31170,울산광역시 동구 동진5길 15,울산광역시 동구 방어동 24-2,35.485425,129.430487,30,울산광역시 동구청,052-209-3724,울산동부경찰서,Y,2,6,2026-03-06,3710000,울산광역시 동구
1,월봉경로당,울산광역시,동구,31170,울산광역시 동구 월봉로 78-1,울산광역시 동구 화정동 654-5,35.492811,129.426079,30,울산광역시 동구청,052-209-3724,울산동부경찰서,N,0,8,2026-03-06,3710000,울산광역시 동구
1,번덕경로당,울산광역시,동구,31170,울산광역시 동구 번덕8길 93,울산광역시 동구 일산동 539-20,35.501137,129.427768,30,울산광역시 동구청,052-209-3724,울산동부경찰서,N,0,8,2026-03-06,3710000,울산광역시 동구
1,화암경로당,울산광역시,동구,31170,울산광역시 동구 화암7길 6,울산광역시 동구 방어동 1025-12,35.478595,129.413464,30,울산광역시 동구청,052-209-3724,울산동부경찰서,N,0,8,2026-03-06,3710000,울산광역시 동구
1,가은실버홈 푸른삶복지센터,울산광역시,동구,31170,"울산광역시 동구 후릉길 2, 가동 101호",울산광역시 동구 방어동 902-3,35.4879258,129.416373,30,울산광역시 동구청,052-209-3724,울산동부경찰서,N,0,6,2026-03-06,3710000,울산광역시 동구
1,미포새마을경로당,울산광역시,동구,31170,울산광역시 동구 미포1길 46-33,울산광역시 동구 동부동 194-42,35.541389,129.429194,30,울산광역시 동구청,052-209-3724,울산동부경찰서,N,0,12,2026-03-06,3710000,울산광역시 동구
1,다비다노인요양원,울산광역시,동구,31170,울산광역시 동구 봉수로 28,울산광역시 동구 방어동 914-2,35.49000207,129.417243,30,울산광역시 동구청,052-209-3724,울산동부경찰서,N,0,12,2026-03-06,3710000,울산광역시 동구
1,복지경로당,울산광역시,동구,31170,울산광역시 동구 봉수로 24,울산광역시 동구 방어동 914-3,35.489834,129.417088,30,울산광역시 동구청,052-209-3724,울산동부경찰서,N,0,12,2026-03-06,3710000,울산광역시 동구
