개방자치단체코드,관리번호,과속방지턱관리번호,도로명,시도명,시군구명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,WGS84위도,WGS84경도,보차분리여부,연속형여부,과속방지턱설치연도,관리기관명,관리기관전화번호,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3000000,202230000000601157,,율곡로17길 23,서울특별시,종로구,율곡로17길 23,,도로,원호형,원호형,10,360,4,일반,Y,37.5767251815,127.0047296148,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:34
3000000,202230000000600865,,세검정로 240,서울특별시,종로구,세검정로 240,,도로,원호형,가상형,10,360,4,일반,Y,37.6006546276,126.9592129082,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:32
3000000,202230000000601088,,창경궁로27길 41,서울특별시,종로구,창경궁로27길 41,,도로,원호형,원호형,10,360,4,일반,Y,37.5834358145,126.9961087758,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:34
3000000,202230000000601284,,북촌로 89,서울특별시,종로구,북촌로 89,,도로,원호형,원호형,10,360,12,일반,Y,37.5848041487,126.9848717260,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:35
3000000,202230000000601189,,낙산4길(동숭어린이집)(1),서울특별시,종로구,낙산4길(동숭어린이집)(1),,도로,원호형,원호형,10,360,4,일반,Y,11.111,111.111,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:35
3000000,202230000000600176,2020-3000000-06-00177,백석동길 207,서울특별시,종로구,백석동길 207,,도로,원호형,가상형,10,360,4,일반,Y,37.5970563515,126.9680184319,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:27
3000000,202230000000601166,,동숭길 3(2),서울특별시,종로구,동숭길 3(2),,도로,원호형,원호형,10,360,10,일반,Y,37.5805022887,127.0032561826,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:34
3000000,202230000000600312,2020-3000000-06-00313,평창24길 6,서울특별시,종로구,평창24길 6,,도로,원호형,원호형,10,360,6,일반,Y,37.6085116402,126.9743165495,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:28
3000000,202230000000601488,,홍지문2길 11,서울특별시,종로구,홍지문2길 11,,도로,원호형,원호형,10,360,4,일반,Y,37.6013255408,126.9555680485,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:37
3000000,202230000000600151,2020-3000000-06-00152,북촌로5길 66(1),서울특별시,종로구,북촌로5길 66(1),,도로,원호형,가상형,10,360,6,일반,Y,37.5799013455,126.9813910466,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:27
3000000,202230000000601307,,송월1길 44-9,서울특별시,종로구,송월1길 44-9,,도로,원호형,가상형,10,360,4,일반,Y,37.5722103786,126.9651338891,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:36
3000000,202230000000600659,2020-3000000-06-00660,지봉로5길 7-5(종로구민회관)(1),서울특별시,종로구,지봉로5길 7-5(종로구민회관)(1),,도로,원호형,원호형,10,360,5,일반,Y,37.5735002829,127.0143660709,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:31
3000000,202230000000600864,,성균관로 13-1,서울특별시,종로구,성균관로 13-1,,도로,원호형,가상형,10,360,6,일반,Y,37.5839940202,126.9976277734,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:32
3000000,202230000000601000,,창신6길 7,서울특별시,종로구,창신6길 7,,도로,원호형,원호형,10,360,3,일반,Y,37.5750526913,127.0110727272,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:33
3000000,202230000000600849,2020-3000000-06-00850,필운대로 86,서울특별시,종로구,필운대로 86,,도로,원호형,원호형,10,360,7,일반,Y,37.5835064339,126.9674147886,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:32
3000000,202230000000601283,,북촌로4길 16,서울특별시,종로구,북촌로4길 16,,도로,원호형,가상형,10,360,6,일반,Y,37.5791612788,126.9860317908,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:35
3000000,202230000000600202,2020-3000000-06-00203,세검정로9길 45,서울특별시,종로구,세검정로9길 45,,도로,원호형,가상형,10,360,4,일반,Y,37.6048864435,126.9604018556,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:27
3000000,202230000000600812,2020-3000000-06-00813,돈화문로11길 종로3가역 4번출구 앞,서울특별시,종로구,돈화문로11길 종로3가역 4번출구 앞,,도로,원호형,원호형,10,360,9,일반,Y,11.111,111.111,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:32
3000000,202230000000601614,,경희궁2길 6,서울특별시,종로구,경희궁2길 6,,도로,원호형,원호형,10,360,5,일반,Y,37.5726431840,126.9710098667,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:38
3000000,202230000000600334,2020-3000000-06-00335,평창6길 53,서울특별시,종로구,평창6길 53,,도로,원호형,원호형,10,360,4,일반,Y,37.6163477324,126.9739579740,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:28
3000000,202230000000600214,2020-3000000-06-00215,창의문로9길 1,서울특별시,종로구,창의문로9길 1,,도로,원호형,원호형,10,360,3,일반,Y,37.5926419878,126.9638048942,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:27
3000000,202230000000600230,2020-3000000-06-00231,홍지문길 7,서울특별시,종로구,홍지문길 7,,도로,원호형,원호형,10,360,7,일반,Y,37.6001506635,126.9568209665,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:28
3000000,202230000000600938,,숭인동1나길 26,서울특별시,종로구,숭인동1나길 26,,도로,원호형,가상형,10,360,4,일반,Y,37.5776123544,127.0208587103,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:33
3000000,202230000000600378,2020-3000000-06-00379,통일로18길(무악어린이집 뒤)(1),서울특별시,종로구,통일로18길(무악어린이집 뒤)(1),,도로,원호형,원호형,10,360,5,일반,Y,11.111,111.111,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:29
3000000,202230000000601182,,낙산길(동숭어린이집)(2),서울특별시,종로구,낙산길(동숭어린이집)(2),,도로,원호형,원호형,10,360,4,일반,Y,11.111,111.111,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:35
3000000,202230000000600944,,난계로27길 84(동묘),서울특별시,종로구,난계로27길 84(동묘),,도로,원호형,가상형,10,360,5,일반,Y,37.5731446649,127.0182461635,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:33
3000000,202230000000600426,2020-3000000-06-00427,율곡로5길 27,서울특별시,종로구,율곡로5길 27,,도로,원호형,원호형,8,200,3,일반,Y,37.5772182657,126.9844379827,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:29
3000000,202230000000600727,2020-3000000-06-00728,지봉로13길 14,서울특별시,종로구,지봉로13길 14,,도로,원호형,원호형,10,360,4,일반,Y,37.5789483137,127.0144675338,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:31
3000000,202230000000600467,2020-3000000-06-00468,율곡로2길 25,서울특별시,종로구,율곡로2길 25,,도로,원호형,원호형,10,360,9,일반,Y,37.5743642341,126.9805172600,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:29
3000000,202230000000600112,2020-3000000-06-00113,사직로9길 18,서울특별시,종로구,사직로9길 18,,도로,원호형,원호형,8,200,3,일반,Y,37.5770952422,126.9677793893,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:27
3000000,202230000000600718,2020-3000000-06-00719,창신길 65,서울특별시,종로구,창신길 65,,도로,원호형,원호형,10,360,6,일반,Y,37.5745871110,127.0104850250,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:31
3000000,202230000000600407,2020-3000000-06-00408,인왕산로1길 55,서울특별시,종로구,인왕산로1길 55,,도로,원호형,가상형,10,360,5,일반,Y,37.5752298251,126.9628770191,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:29
3000000,202230000000600130,2020-3000000-06-00131,세종대로23길(세종빌딩 앞),서울특별시,종로구,세종대로23길(세종빌딩 앞),,도로,원호형,원호형,10,360,6,일반,Y,11.111,111.111,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:27
3000000,202230000000600097,2020-3000000-06-00098,경희궁4길(풍림스페이스본 105동 옆),서울특별시,종로구,경희궁4길(풍림스페이스본 105동 옆),,도로,원호형,가상형,10,360,9,일반,Y,11.111,111.111,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:26
3000000,202230000000601691,,옥인길 78,서울특별시,종로구,옥인길 78,,도로,원호형,가상형,8,200,4,일반,Y,37.5821589485,126.9647336812,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:39
3000000,202230000000600814,2020-3000000-06-00815,경희궁길 28(서광종합개발 옆),서울특별시,종로구,경희궁길 28(서광종합개발 옆),,도로,원호형,원호형,10,360,5,일반,Y,37.5724747364,126.9708000608,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:32
3000000,202230000000600415,2020-3000000-06-00416,북촌로 49,서울특별시,종로구,북촌로 49,,도로,원호형,원호형,10,360,10,일반,Y,37.5812262165,126.9848937339,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:29
3000000,202230000000601531,,백석동길 20-1,서울특별시,종로구,백석동길 20-1,,도로,원호형,원호형,10,360,5,일반,Y,37.5934660410,126.9662583220,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:38
3000000,202230000000600928,,종로58길 29,서울특별시,종로구,종로58길 29,,도로,원호형,원호형,10,360,6,일반,Y,37.5721995839,127.0184220701,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,I,2025-12-15 16:21:39,2022-01-11 17:27:33
3000000,202230000000600379,2020-3000000-06-00380,통일로18길(무악어린이집 뒤)(2),서울특별시,종로구,통일로18길(무악어린이집 뒤)(2),,도로,원호형,원호형,10,360,5,일반,Y,11.111,111.111,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:29
3000000,202230000000600504,2020-3000000-06-00505,종로33길 12,서울특별시,종로구,종로33길 12,,도로,원호형,원호형,10,360,5,일반,Y,37.5716149135,127.0015697141,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:29
3000000,202230000000600482,2020-3000000-06-00483,김상옥로 30,서울특별시,종로구,김상옥로 30,,도로,원호형,가상형,10,360,13,일반,Y,37.5727538701,127.0006379926,Y,Y,,서울특별시 종로구청,02-2148-3273,2021-03-23,I,2025-12-15 16:21:39,2022-01-11 17:27:29
